Time,D1,D2,D3,D4,D5
18.08.2023,67308.25,35716.89,0.0,2176.45,105201.56
19.08.2023,58297.17,34456.81,0.0,2724.66,95478.64
20.08.2023,59375.75,39805.58,0.0,546.92,99728.25
21.08.2023,51197.28,26651.84,0.0,8108.18,85957.36
22.08.2023,81686.37,33500.61,0.0,1219.93,116406.89
23.08.2023,81368.67,37369.72,0.0,716.1,119454.52
24.08.2023,55919.689999999995,45666.8,0.0,552.97,102139.46
25.08.2023,34926.05,50162.57,0.0,394.34000000000003,85482.91
26.08.2023,24622.42,52494.85,0.0,120.0,77237.27
27.08.2023,22634.28,56471.98,0.0,120.0,79226.26
28.08.2023,27722.28,53262.31,0.0,120.0,81104.59
29.08.2023,38761.479999999996,48145.56,0.0,493.90999999999997,87401.0
30.08.2023,58898.9,39643.55,0.0,655.53,99198.0
31.08.2023,63476.67,32675.03,0.0,3044.98,99196.72
01.09.2023,60531.090000000004,34791.12,0.0,4074.83,99397.02
02.09.2023,79341.64,29641.89,0.0,1950.03,110933.54000000001
03.09.2023,59142.84,26795.18,0.0,13927.62,99865.65
04.09.2023,19346.57,18215.829999999998,0.0,15480.81,53043.2
05.09.2023,24418.1,14465.51,0.0,27815.91,66699.52
06.09.2023,90636.07,22563.46,0.0,2114.96,115314.46
07.09.2023,74368.4,26878.64,0.0,1644.71,102891.8
08.09.2023,74697.97,38576.13,0.0,2552.64,115826.79
09.09.2023,75464.11,38590.16,0.0,1037.6399999999999,115091.89
10.09.2023,75568.26,29834.69,0.0,1653.93,107056.88
11.09.2023,31827.68,15277.07,0.0,18014.99,65119.8
12.09.2023,77799.08,21935.01,0.0,4189.21,103923.28
13.09.2023,82820.87,20337.27,0.0,7006.06,110164.24
14.09.2023,94541.81,22777.6,0.0,2809.7599999999998,120129.18000000001
15.09.2023,120113.78,28396.22,0.0,1229.53,149739.57
16.09.2023,114818.59,31715.17,0.0,880.3199999999999,147414.07
17.09.2023,25451.34,11360.89,0.0,21305.75,58117.95
18.09.2023,56678.68,17445.05,0.0,16441.69,90565.45
19.09.2023,94266.05,38597.82,0.0,1038.86,133902.76
20.09.2023,90080.88,37530.51,0.0,827.77,128439.17
21.09.2023,70023.99,26731.73,0.0,11621.789999999999,108377.56
22.09.2023,66096.88,23700.07,0.0,5502.7300000000005,95299.72
23.09.2023,98620.26,32750.21,0.0,533.12,131903.63
24.09.2023,70983.84,26023.76,0.0,7560.02,104567.61
25.09.2023,19499.21,8645.57,0.0,32818.66,60963.44
26.09.2023,40966.62,12865.91,0.0,32719.97,86552.46
27.09.2023,47072.75,14864.8,0.0,29017.89,90955.45999999999
28.09.2023,60249.34,18450.29,0.0,10349.04,89048.67
29.09.2023,117092.05,28293.82,0.0,952.9100000000001,146338.76
30.09.2023,103250.81,27677.43,0.0,3666.86,134595.11
01.10.2023,20835.38,8416.83,0.0,52077.21,81329.4
02.10.2023,13792.16,7264.53,0.0,56516.78,77573.53
03.10.2023,56513.74,18714.33,0.0,31048.36,106276.4
04.10.2023,102872.84,37529.14,0.0,496.01,140897.99
05.10.2023,118549.45,31858.28,0.0,1083.57,151491.3
06.10.2023,89699.48,24279.74,0.0,5803.26,119782.49
07.10.2023,59098.07,16691.71,0.0,13089.21,88878.98
08.10.2023,95998.84,22006.06,0.0,3007.7200000000003,121012.61
09.10.2023,86512.61,18014.6,0.0,11259.75,115786.97
10.10.2023,25363.329999999998,6837.2,0.0,58605.47,90806.01
11.10.2023,31910.190000000002,6837.2,0.0,55170.03,93917.41
12.10.2023,39670.88,5911.34,0.0,65571.15,111153.36
13.10.2023,35428.2,6409.88,0.0,53027.729999999996,94865.79
14.10.2023,49098.27,6814.22,0.0,27318.47,83230.97
15.10.2023,33063.89,6338.66,0.0,30585.41,69987.97
16.10.2023,63099.03,1840.23,0.0,31725.53,96664.74
17.10.2023,146694.29,23865.16,0.0,1344.74,171904.15
18.10.2023,112298.4,18891.05,0.0,3818.5299999999997,135008.0
19.10.2023,96677.75,19653.99,0.0,13759.859999999999,130091.63
20.10.2023,141432.36,28157.48,0.0,1290.84,170880.68
21.10.2023,135093.26,28331.84,0.0,632.14,164057.21
22.10.2023,126996.29,34183.42,0.0,448.34,161628.08
23.10.2023,140037.69,26460.47,0.0,1713.31,168211.48
24.10.2023,95090.12,18126.13,0.0,3366.59,116582.81999999999
25.10.2023,104511.03,26614.91,0.0,1476.88,132602.82
26.10.2023,127533.49,33105.1,0.0,874.25,161512.87
27.10.2023,77561.75,16368.57,0.0,9644.91,103575.23
28.10.2023,71488.37,15155.33,0.0,23412.17,110055.87
29.10.2023,24295.71,6721.33,0.0,53043.08,84060.1
30.10.2023,44026.82,0.0,0.0,76189.16,120216.0
31.10.2023,33566.04,6837.2,0.0,57198.87,97602.09
01.11.2023,100581.16,16215.43,0.0,8538.220000000001,125334.77
02.11.2023,25580.12,6696.5599999999995,0.0,51202.11,83478.81
03.11.2023,34253.85,6837.2,0.0,71825.02,112916.07
04.11.2023,34913.19,5127.92,0.0,42847.45,82888.54
05.11.2023,34249.38,4916.46,0.0,31732.74,70898.61
06.11.2023,53635.17,0.0,0.0,51149.11,104784.24
07.11.2023,42964.78,6409.88,0.0,52215.91,101590.56
08.11.2023,41480.979999999996,6409.88,0.0,46755.32,94646.19
09.11.2023,39740.16,6623.54,0.0,36745.79,83109.52
10.11.2023,45496.99,6409.88,0.0,62273.44,114180.33
11.11.2023,51455.28,6409.88,0.0,72700.13,130565.32
12.11.2023,56442.51,6409.88,0.0,67126.53,129978.95
13.11.2023,95690.52,7143.47,0.0,21867.42,124701.38
14.11.2023,61109.93,6595.7699999999995,0.0,21035.88,88741.64
15.11.2023,42021.07,5768.9,0.0,44446.520000000004,92236.45999999999
16.11.2023,50599.75,5982.55,0.0,59275.2,115857.5
17.11.2023,55412.45,6409.88,0.0,60594.06,122416.39
18.11.2023,80847.22,9951.44,0.0,36935.96,127734.66
19.11.2023,79111.89,10947.550000000001,0.0,9182.48,99241.92
20.11.2023,61351.92,0.0,0.0,30525.56,91877.48
21.11.2023,70889.8,6963.21,0.0,27959.34,105812.33
22.11.2023,63002.47,3845.93,0.0,82652.2,149500.63
23.11.2023,54385.53,4763.72,0.0,27341.24,86490.49
24.11.2023,49798.84,6409.88,0.0,87575.9,143784.62
25.11.2023,64780.07,4273.26,0.0,91796.3,160849.56
26.11.2023,63751.02,0.0,0.0,77743.97,141494.99
27.11.2023,106137.37,0.0,0.0,91473.33,197610.67
28.11.2023,124753.42,0.0,0.0,127356.82,252110.25
29.11.2023,120376.06,0.0,0.0,113036.94,233412.99
30.11.2023,147007.02,0.0,0.0,110629.65,257636.67
01.12.2023,131253.22,0.0,0.0,108547.96,239801.17
02.12.2023,124504.34,0.0,0.0,110642.74,235147.12
03.12.2023,118091.78,0.0,0.0,104296.38,222388.15
04.12.2023,158785.36,0.0,0.0,118220.95999999999,277006.26
05.12.2023,105956.65,0.0,0.0,92625.8,198582.49
06.12.2023,131641.91,0.0,0.0,106868.68000000001,238510.58
07.12.2023,152011.29,0.0,0.0,130770.88,282782.16
08.12.2023,152598.81,0.0,0.0,122270.08,274868.95
09.12.2023,160070.21,0.0,0.0,135516.05,295586.27
10.12.2023,113990.47,0.0,0.0,94826.03,208816.51
11.12.2023,146863.86000000002,0.0,0.0,127408.26,274272.1
12.12.2023,158169.53,0.0,0.0,143816.43,301985.96
13.12.2023,160880.12,0.0,0.0,148627.61000000002,309507.72000000003
14.12.2023,166339.72,0.0,0.0,145041.04,311380.73
15.12.2023,103009.93000000001,0.0,0.0,68176.62,171186.61
16.12.2023,65504.54,5127.9,0.0,59615.66,130248.1
17.12.2023,62021.15,2563.96,0.0,67191.22,131776.34
18.12.2023,93682.34,0.0,0.0,74501.65,168183.99
19.12.2023,76988.54,0.0,0.0,72333.82,149322.38
20.12.2023,75008.17,0.0,0.0,76966.56,151974.74
21.12.2023,93333.18,0.0,0.0,90600.61,183933.77
22.12.2023,60735.659999999996,5555.23,0.0,41609.8,107900.68
23.12.2023,72306.41,2356.05,0.0,40023.05,114685.53
24.12.2023,130368.63,17890.19,0.0,8477.9,156736.72
25.12.2023,63660.97,0.0,0.0,30930.56,94591.6
26.12.2023,45102.2,6409.88,0.0,44501.36,96013.44
27.12.2023,49746.15,5982.55,0.0,62700.33,118429.02
28.12.2023,49533.77,6409.88,0.0,60383.75,116327.44
29.12.2023,51776.51,4700.58,0.0,53585.43,110062.51
30.12.2023,41285.55,6409.88,0.0,39652.88,87348.32
31.12.2023,49298.06,5982.5599999999995,0.0,76964.31,132244.89
